"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","Display Value","Numeric","Low","High","Comments"
"HRH_29","Community and traditional health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4551","PUBLISHED","Published","","2007","2007","","AFR","Africa","","MLI","Mali","","0.077","0.07700","","","<b>Community and traditional health workers: </b>Includes Traditional birth attendants</br><b> Country: </b>Mali </br><b>Year: </b>2007</br><b> Data Source:</b> Minist�re de la Sant� du Mali"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2009","2009","","EUR","Europe","","LVA","Latvia","","3.524","3.52400","","","<b>Physician: </b>Includes Physicians</br><b> Country: </b>Latvia </br><b>Year: </b>2009</br><b> Data Source:</b> Central Statistical Bureau of Latvia "
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2005","2005","","EMR","Eastern Mediterranean","","PAK","Pakistan","","0.8","0.80000","","","<b>Physician: </b>Includes Physicians</br><b> Country: </b>Pakistan </br><b>Year: </b>2005</br><b> Data Source:</b> WHO/EMR Country Profiles database"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","PNG","Papua New Guinea","","0.533","0.53300","","","<b>Nursing and midwifery personnel: </b>Includes Nursing associate professional</br><b> Country: </b>Papua New Guinea </br><b>Year: </b>2000</br><b> Data Source:</b> National Inventory of Health Facilities, Department of Health"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2001","2001","","AMR","Americas","","TTO","Trinidad and Tobago","","2.73","2.73000","","","<b>Nursing and midwifery personnel: </b>Includes Nurses and midwives, Nursing assistants, Nursing aides</br><b> Country: </b>Trinidad and Tobago </br><b>Year: </b>2001</br><b> Data Source:</b> Ministry of Health"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","1993","1993","","AMR","Americas","","KNA","Saint Kitts and Nevis","","0.209","0.20900","","","<b>Dentistry personnel: </b>Includes Dentists</br><b> Country: </b>Saint Kitts and Nevis</br><b>Year: </b>1993</br><b> Data Source:</b> Ministry of Health"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2010","2010","","EUR","Europe","","AZE","Azerbaijan","","3.785","3.78500","","","<b>Physician: </b>Includes Practising physicians</br><b> Country: </b>Azerbaijan </br><b>Year: </b>2010</br><b> Data Source:</b> WHO/Europe, HlthResDB, September 2014 Notes: Nagorno Karabah excluded"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2013","2013","","WPR","Western Pacific","","VNM","Viet Nam","","1.19","1.19000","","","<b>Physician: </b>Includes Doctors, Physicians</br><b> Country: </b>Viet Nam</br><b>Year: </b>2013</br><b> Data Source:</b> General Statistics Office of Vietnam"
"HRH_29","Community and traditional health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4551","PUBLISHED","Published","","2004","2004","","AFR","Africa","","MUS","Mauritius","","0.191","0.19100","","","<b>Community and traditional health workers: </b>Includes Community health worker</br><b> Country: </b>Mauritius </br><b>Year: </b>2004</br><b> Data Source:</b> Ministry of Health & Quality of Life"
"HRH_27","Laboratory health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4549","PUBLISHED","Published","","1991","1991","","SEAR","South-East Asia","","IND","India","","0.018","0.01800","","","<b>Laboratory health workers: </b>Includes X-Ray technician</br><b> Country: </b>India </br><b>Year: </b>1991</br><b> Data Source:</b> Census of India, 1991"
"HRH_29","Community and traditional health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4551","PUBLISHED","Published","","2004","2004","","AFR","Africa","","RWA","Rwanda","","1.415","1.41500","","","<b>Community and traditional health workers: </b>Includes Community health worker</br><b> Country: </b>Rwanda </br><b>Year: </b>2004</br><b> Data Source:</b> Les services du Minist�re de la Sant� et de la Fonction Publique"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","1998","1998","","EUR","Europe","","TUR","Turkey","","1.666","1.66600","","","<b>Nursing and midwifery personnel: </b>Includes Nurses , Midwives</br><b> Country: </b>Turkey </br><b>Year: </b>1998</br><b> Data Source:</b> Ministry of Health"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2011","2011","","AFR","Africa","","ZMB","Zambia","","0.172","0.17200","","","<b>Physician: </b>Includes Specialists, Medical practitioners</br><b> Country: </b>Zambia </br><b>Year: </b>2011</br><b> Data Source:</b> Health Professions Council of Zambia"
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","2006","2006","","AFR","Africa","","COG","Congo","","0.647","0.64700","","",""
"HRH_31","Environmental and public health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=322","PUBLISHED","Published","","2001","2001","","AMR","Americas","","CAN","Canada","","0.035","0.03500","","","<b>Environment and public health workers: </b>Includes Environmental Public Health Professionals</br><b> Country: </b>Canada </br><b>Year: </b>2001</br><b> Data Source:</b> Health Personnel Database, Canadian Institute for Health Information"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2008","2008","","WPR","Western Pacific","","TUV","Tuvalu","","0.182","0.18200","","","<b>Pharmaceutical personnel: </b>Includes Pharmacists, Pharmaceutical technicians/assistants </br><b> Country: </b>Tuvalu</br><b>Year: </b>2008</br><b> Data Source:</b> Mapping Human Resources for Health Profiles from 15 Pacific Island Countries"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2009","2009","","AMR","Americas","","GUY","Guyana","","1.315","1.31500","","","<b>Nursing and midwifery personnel: </b>Includes Nurses (incl. nurse/midwife), Midwives, Nursing assistants</br><b> Country: </b>Guyana </br><b>Year: </b>2009</br><b> Data Source:</b> MOH "
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2008","2008","","AMR","Americas","","URY","Uruguay","","5.548","5.54800","","","<b>Nursing and midwifery personnel: </b>Includes Auxiliar de Enfermer�a Integral, Licenciado en Enfermer�a, Auxiliar de Enfermer�a en Vacunaciones, Auxiliar de Enfermer�a Adiestrado en Block Quir�rgico e Instrumentaci�n</br><b> Country: </b>Uruguay </br><b>Year: </b>2008</br><b> Data Source:</b> MOH - 2010 "Primeiro Censo Nacional de Recursos Humanos en Salud""
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2009","2009","","EMR","Eastern Mediterranean","","OMN","Oman","","0.889","0.88900","","","<b>Pharmaceutical personnel: </b>Includes Pharmacists, Asst. Pharmacists</br><b> Country: </b>Oman </br><b>Year: </b>2009</br><b> Data Source:</b> Ministry of Health"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2001","2001","","WPR","Western Pacific","","SGP","Singapore","","1.4","1.40000","","","<b>Physician: </b>Includes Medical doctor</br><b> Country: </b>Singapore </br><b>Year: </b>2001</br><b> Data Source:</b> Statistics Singapore, Ministry of Health"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","KOR","Republic of Korea","","1.785","1.78500","","","<b>Physician: </b>Includes Physicians</br><b> Country: </b>Republic of Korea</br><b>Year: </b>2005</br><b> Data Source:</b> Ministry of Health & Welfare"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2013","2013","","EUR","Europe","","MNE","Montenegro","","5.414","5.41400","","","<b>Nursing and Midwifery Personnel: </b>Includes Practising midwives, Practising nurses</br><b> Country: </b>Montenegro</br><b>Year: </b>2013</br><b> Data Source:</b> WHO/Europe, HlthResDB, September 2014"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2003","2003","","EMR","Eastern Mediterranean","","BHR","Bahrain","","0.178","0.17800","","","<b>Dentistry personnel: </b>Includes Dentists, Dental Hygienists & Technicians</br><b> Country: </b>Bahrain </br><b>Year: </b>2003</br><b> Data Source:</b> Bahrain Ministry of Health"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2012","2012","","AMR","Americas","","NIC","Nicaragua","","0.044","0.04400","","","<b>Dentistry personnel: </b>Includes Odont�logos Generales (General dentists)</br><b> Country: </b>Nicaragua </br><b>Year: </b>2012</br><b> Data Source:</b> Ministerio de Salud, Division General de Recursos Humanos"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2007","2007","","AMR","Americas","","TTO","Trinidad and Tobago","","1.175","1.17500","","","<b>Physician: </b>Includes Physicians</br><b> Country: </b>Trinidad and Tobago </br><b>Year: </b>2007</br><b> Data Source:</b> Central Statistical Office"
"HRH_29","Community and traditional health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4551","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","CHN","China","","1.029","1.02900","","","<b>Community and traditional health workers: </b>Includes Village doctors and assistants</br><b> Country: </b>China </br><b>Year: </b>2000</br><b> Data Source:</b> National Bureau of Statistics of China"
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","1995","1995","","EUR","Europe","","LVA","Latvia","","0.813","0.81300","","",""
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2001","2001","","AMR","Americas","","ARG","Argentina","","0.958","0.95800","","","<b>Dentistry personnel: </b>Includes Odontolog�a (Dentists)</br><b> Country: </b>Argentina </br><b>Year: </b>2001</br><b> Data Source:</b> Organizacion Panamericana de la Salud"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2011","2011","","AFR","Africa","","MOZ","Mozambique","","0.038","0.03800","","","<b>Physician: </b>Includes M�dicos</br><b> Country: </b>Mozambique </br><b>Year: </b>2011</br><b> Data Source:</b> Sistema de Informa��o de Pessoal (SIP)"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2004","2004","","AFR","Africa","","SYC","Seychelles","","7.925","7.92500","","","<b>Nursing and midwifery personnel: </b>Includes Registered nurse, Auxiliary/Assistant nurse</br><b> Country: </b>Seychelles </br><b>Year: </b>2004</br><b> Data Source:</b> Personnel Data Base"
"HRH_32","Health management & support workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4550","PUBLISHED","Published","","2007","2007","","AFR","Africa","","MLI","Mali","","0.2","0.20000","","",""
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","0.966","0.96600","","","<b>Nursing and midwifery personnel: </b>Includes Nurses (low-, mid- and high-level)</br><b> Country: </b>Lao People's Democratic Republic</br><b>Year: </b>2005</br><b> Data Source:</b> Human Resources for Health - Analysis of the situation in the Lao PDR"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","1993","1993","","SEAR","South-East Asia","","LKA","Sri Lanka","","1.059","1.05900","","","<b>Nursing and midwifery personnel: </b>Includes Hospital Nurses , Public Health Nurses, Public Health Midwives, Hospital Midwives</br><b> Country: </b>Sri Lanka </br><b>Year: </b>1993</br><b> Data Source:</b> Medical Statistics Unit"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2008","2008","","SEAR","South-East Asia","","TLS","Timor-Leste","","0.034","0.03400","","","<b>Physician: </b>Includes General Medical Practitioners, Medical Specialists</br><b> Country: </b>Timor-Leste </br><b>Year: </b>2008</br><b> Data Source:</b> Human Resources Department, Ministry of Health, Timor-Leste"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2007","2007","","SEAR","South-East Asia","","LKA","Sri Lanka","","0.083","0.08300","","","<b>Dentistry personnel: </b>Includes Dental Surgeons, School Dental Therapists, Dental Technician</br><b> Country: </b>Sri Lanka </br><b>Year: </b>2007</br><b> Data Source:</b> Annual Health Statistics 2007 - Organization of Health Service "
"HRH_27","Laboratory health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4549","PUBLISHED","Published","","2004","2004","","AFR","Africa","","COD","Democratic Republic of the Congo","","0.009","0.00900","","","<b>Laboratory health workers: </b>Includes Laboratory technologist, Radiographer</br><b> Country: </b>Democratic Republic of the Congo</br><b>Year: </b>2004</br><b> Data Source:</b> MINISANTE"
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","2004","2004","","AMR","Americas","","CAN","Canada","","3.095","3.09500","","",""
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2009","2009","","WPR","Western Pacific","","VNM","Viet Nam","","0.955","0.95500","","","<b>Nursing and midwifery personnel: </b>Includes Nurses   , Midwife</br><b> Country: </b>Viet Nam</br><b>Year: </b>2009</br><b> Data Source:</b> General Statistics Office of Vietnam"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2006","2006","","EUR","Europe","","FRA","France","","8.004","8.00400","","","<b>Nursing and midwifery personnel: </b>Includes Infirmiers, Sages- femmes</br><b> Country: </b>France </br><b>Year: </b>2006</br><b> Data Source:</b> Eco-Sant� France d'apr�s donn�es Adeli de la DREES"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2008","2008","","AFR","Africa","","CPV","Cabo Verde","","0.006","0.00600","","","<b>Pharmaceutical personnel: </b>Includes Farmac�utico, T�cnico Profissional de Farm�cia</br><b> Country: </b>Cape Verde </br><b>Year: </b>2008</br><b> Data Source:</b> Minist�rio da Sa�de"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","1998","1998","","EUR","Europe","","FRA","France","","1","1.00000","","","<b>Pharmaceutical personnel: </b>Includes Pharmaciens</br><b> Country: </b>France </br><b>Year: </b>1998</br><b> Data Source:</b> Eco-Sant� France d'apr�s donn�es Adeli de la DREES"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2001","2001","","AMR","Americas","","KNA","Saint Kitts and Nevis","","1.167","1.16700","","","<b>Physician: </b>Includes Doctors</br><b> Country: </b>Saint Kitts and Nevis</br><b>Year: </b>2001</br><b> Data Source:</b> Ministry of Health"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","1997","1997","","EUR","Europe","","HRV","Croatia","","2.112","2.11200","","","<b>Physician: </b>Includes Medical doctors</br><b> Country: </b>Croatia </br><b>Year: </b>1997</br><b> Data Source:</b> Croatian National Institute of Public Health"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2005","2005","","AFR","Africa","","NGA","Nigeria","","0.298","0.29800","","","<b>Physician: </b>Includes Physicians</br><b> Country: </b>Nigeria </br><b>Year: </b>2005</br><b> Data Source:</b> National Professional medical/health regulatory bodies 2005, 2006, 2007"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2001","2001","","EUR","Europe","","DNK","Denmark","","17.253","17.25300","","","<b>Nursing and midwifery personnel: </b>Includes Qualified nurses, Qualified auxiliary nurses, Midwives</br><b> Country: </b>Denmark </br><b>Year: </b>2001</br><b> Data Source:</b> Norden database"
"HRH_27","Laboratory health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4549","PUBLISHED","Published","","2007","2007","","AFR","Africa","","ZWE","Zimbabwe","","0.036","0.03600","","","<b>Laboratory health workers: </b>Includes Radiography, Laboratory</br><b> Country: </b>Zimbabwe </br><b>Year: </b>2007</br><b> Data Source:</b> National Health Profile 2008 Report"
"HRH_32","Health management & support workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4550","PUBLISHED","Published","","2000","2000","","AMR","Americas","","CRI","Costa Rica","","4.685","4.68500","","",""
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2009","2009","","AMR","Americas","","ECU","Ecuador","","1.687","1.68700","","","<b>Physician: </b>Includes Medicos</br><b> Country: </b>Ecuador </br><b>Year: </b>2009</br><b> Data Source:</b> Instituto national de estadistica y censos (INEC)"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","CHN","China","","1.026","1.02600","","","<b>Nursing and midwifery personnel: </b>Includes Registered Nurse</br><b> Country: </b>China </br><b>Year: </b>2005</br><b> Data Source:</b> National Bureau of Statistics of China"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2012","2012","","EUR","Europe","","CHE","Switzerland","","0.562","0.56200","","","<b>Pharmaceutical personnel: </b>Includes Practising pharmacists</br><b> Country: </b>Switzerland </br><b>Year: </b>2012</br><b> Data Source:</b> WHO/Europe, HlthResDB, September 2014"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","1998","1998","","AFR","Africa","","TCD","Chad","","0.059","0.05900","","","<b>Nursing and midwifery personnel: </b>Includes Infirmiers DE , Sages-femmes</br><b> Country: </b>Chad </br><b>Year: </b>1998</br><b> Data Source:</b> Annuaires des statistiques sanitaires du Tchad, 1997�00"
"HRH_27","Laboratory health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4549","PUBLISHED","Published","","2009","2009","","AFR","Africa","","CAF","Central African Republic","","0.009","0.00900","","","<b>Laboratory health workers: </b>Includes Techniciens de Laboratoire m�dical et pathologique</br><b> Country: </b>Central African Republic </br><b>Year: </b>2009</br><b> Data Source:</b> African Health Workforce Observatory"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2004","2004","","AMR","Americas","","CHL","Chile","","0.985","0.98500","","","<b>Physician: </b>Includes Medicina General, Medicina Interna, Cirug�a General, Obstetricia y Ginecolog�a, Pediatr�a, Bronco pulmonar, Cardiolog�a, Endocrinolog�a, Gastroenterolog�a, Geriatr�a, Hematolog�a Cl�nica, Inmunolog�a, Medicina F�sica y Rehabilitaci�n, Medicina Nuclear, Nefrolog�a, Neumotisiolog�a, Radiolog�a, Reumatolog�a, Cirug�a Infantil, Cirug�a Pl�stica, Cirug�a T�rax, Cirug�a Vascular, Neurocirug�a, Proctolog�a, Traumatolog�a y Ortopedia, Urolog�a, Oncolog�a, Anatom�a Patol�gica y Fitopatolog�a, Anestesiolog�a, Dermatolog�a, Neurolog�a, Psiquiatr�a y Neuropsiquiatr�a infantil, Oftalmolog�a, Otorrinolaringolog�a, Medicina Familiar, Infectolog�a , Alimentaci�n y Nutrici�n, Gen�tica, Parasitolog�a, Citopatolog�a</br><b> Country: </b>Chile </br><b>Year: </b>2004</br><b> Data Source:</b> Fondo Nacional de Salud"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","QAT","Qatar","","7.739","7.73900","","","<b>Physician: </b>Includes Physicians</br><b> Country: </b>Qatar </br><b>Year: </b>2010</br><b> Data Source:</b> Qatar in figures"
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","2005","2005","","SEAR","South-East Asia","","BGD","Bangladesh","","0.046","0.04600","","",""
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","2002","2002","","AFR","Africa","","DZA","Algeria","","0.181","0.18100","","",""
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2011","2011","","AFR","Africa","","CPV","Cabo Verde","","0.01","0.01000","","","<b>Pharmaceutical personnel: </b>Includes Farmac�utico, T�cnico Adjunto de Farm�cia, T�cnico Profissional de Farm�cia</br><b> Country: </b>Cape Verde </br><b>Year: </b>2011</br><b> Data Source:</b> Minist�rio da Sa�de"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","SAU","Saudi Arabia","","0.543","0.54300","","","<b>Pharmaceutical personnel: </b>Includes Pharmacists</br><b> Country: </b>Saudi Arabia </br><b>Year: </b>2012</br><b> Data Source:</b> Ministry of Health"
"HRH_29","Community and traditional health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4551","PUBLISHED","Published","","1998","1998","","AFR","Africa","","BWA","Botswana","","0.446","0.44600","","","<b>Community and traditional health workers: </b>Includes Family Welfare Educators</br><b> Country: </b>Botswana </br><b>Year: </b>1998</br><b> Data Source:</b> Central Statistics Office"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2013","2013","","EUR","Europe","","MNE","Montenegro","","0.166","0.16600","","","<b>Pharmaceutical Personnel: </b>Includes Practising pharmacists</br><b> Country: </b>Montenegro</br><b>Year: </b>2013</br><b> Data Source:</b> WHO/Europe, HlthResDB, September 2014"
"HRH_27","Laboratory health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4549","PUBLISHED","Published","","2006","2006","","EUR","Europe","","CYP","Cyprus","","0.432","0.43200","","","<b>Laboratory health workers: </b>Includes Physicists , Thalassaemia Laboratory Officers and Technologists and Assistants , Isotope Laboratory Technicians , Medical Laboratory Personnel , Radiographers , Laboratory Technicians </br><b> Country: </b>Cyprus </br><b>Year: </b>2006</br><b> Data Source:</b> Health and Hospital Statistics"
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","2002","2002","","EUR","Europe","","ISL","Iceland","","0.429","0.42900","","",""
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2007","2007","","EMR","Eastern Mediterranean","","ARE","United Arab Emirates","","1.93","1.93000","","","<b>Physician: </b>Includes Physicians </br><b> Country: </b>United Arab Emirates </br><b>Year: </b>2007</br><b> Data Source:</b> WHO EMRO Country Profiles "
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","1993","1993","","SEAR","South-East Asia","","LKA","Sri Lanka","","0.213","0.21300","","","<b>Physician: </b>Includes Medical Officers</br><b> Country: </b>Sri Lanka </br><b>Year: </b>1993</br><b> Data Source:</b> Medical Statistics Unit"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","KOR","Republic of Korea","","1.147","1.14700","","","<b>Pharmaceutical personnel: </b>Includes Pharmacists</br><b> Country: </b>Republic of Korea</br><b>Year: </b>2005</br><b> Data Source:</b> Ministry of Health & Welfare"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","1995","1995","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","1.3","1.30000","","","<b>Nursing and midwifery personnel: </b>Includes Nurses (low-, mid- and high-level)</br><b> Country: </b>Lao People's Democratic Republic</br><b>Year: </b>1995</br><b> Data Source:</b> Human Resources for Health - Analysis of the situation in the Lao PDR"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2004","2004","","AFR","Africa","","TGO","Togo","","0.027","0.02700","","","<b>Pharmaceutical personnel: </b>Includes Pharmacist, Pharmacy technician, Pharmacy assistant, Pharmacy assistant</br><b> Country: </b>Togo </br><b>Year: </b>2004</br><b> Data Source:</b> Enqu�te aupr�s des formations sanitaires"
